"_","Id","Original_Opportunity__c","Original_Opportunity__r","Original_Opportunity__r.CloseDate","CurrencyIsoCode"
"[Asset]","02ifJ000000EKi1QAG","006fJ000006Of4xQAC","[Opportunity]","2025-06-26","GBP"
"[Asset]","02ifJ000000EKjdQAG","006fJ000006Of4xQAC","[Opportunity]","2025-06-26","GBP"
"[Asset]","02ifJ000000EKlFQAW","006fJ000006Of4xQAC","[Opportunity]","2025-06-26","GBP"
"[Asset]","02ifJ000000EKmrQAG","006fJ000006Of4xQAC","[Opportunity]","2025-06-26","GBP"
"[Asset]","02ifJ000000EKoTQAW","006fJ000006OfxgQAC","[Opportunity]","2025-06-24","USD"
"[Asset]","02ifJ000000EKq5QAG","006fJ000006OfxgQAC","[Opportunity]","2025-06-24","USD"
"[Asset]","02ifJ000000EL7pQAG","006fJ000006OijoQAC","[Opportunity]","2025-06-28","USD"
"[Asset]","02ifJ000000ELB3QAO","006fJ000006OjAIQA0","[Opportunity]","2025-09-08","USD"
"[Asset]","02ifJ000000ELCfQAO","006fJ000006OjAIQA0","[Opportunity]","2025-09-08","USD"
"[Asset]","02ifJ000000ELEHQA4","006fJ000006OjAIQA0","[Opportunity]","2025-09-08","USD"
"[Asset]","02ifJ000000ELKjQAO","006fJ000006OijqQAC","[Opportunity]","2025-09-08","USD"
"[Asset]","02ifJ000000ELMLQA4","006fJ000006OijpQAC","[Opportunity]","2025-09-08","USD"
"[Asset]","02ifJ000000ELPZQA4","006fJ000006OijpQAC","[Opportunity]","2025-09-08","USD"
"[Asset]","02ifJ000000ELSnQAO","006fJ000006Oi4UQAS","[Opportunity]","2025-06-25","USD"
"[Asset]","02ifJ000000ELUPQA4","006fJ000006Oi4UQAS","[Opportunity]","2025-06-25","USD"
"[Asset]","02ifJ000000ELW1QAO","006fJ000006SLR3QAO","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000ELXdQAO","006fJ000006SLR3QAO","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000ELZFQA4","006fJ000006SLR3QAO","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000ELarQAG","006fJ000006OiseQAC","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000ELcTQAW","006fJ000006OiseQAC","[Opportunity]","2025-06-30","USD"
"[Asset]","02ifJ000000ELe5QAG","006fJ000006OgmKQAS","[Opportunity]","2025-06-27","EUR"
"[Asset]","02ifJ000000ELfhQAG","006fJ000006OgmKQAS","[Opportunity]","2025-06-27","EUR"
"[Asset]","02ifJ000000ELivQAG","006fJ000006xKFNQA2","[Opportunity]","2025-08-13","USD"
"[Asset]","02ifJ000000ELm9QAG","006fJ000006OiKpQAK","[Opportunity]","2025-06-27","USD"
"[Asset]","02ifJ000000EPRZQA4","006fJ000006OjAPQA0","[Opportunity]","2025-06-18","GBP"
"[Asset]","02ifJ000000EPUnQAO","006fJ000006OfwaQAC","[Opportunity]","2025-06-23","USD"
"[Asset]","02ifJ000000EPZdQAO","006fJ000006OfwaQAC","[Opportunity]","2025-06-23","USD"
"[Asset]","02ifJ000000EPcrQAG","006fJ000006OfwaQAC","[Opportunity]","2025-06-23","USD"
